商家名称,服务类目,主营范围,详细地址,服务区域,联系方式,品牌故事,图片地址
花之恋鲜花（南山店）,鲜花,,,深圳市,15889391076,,https://p0.meituan.net/440.0/merchantpic/a6d4bec8f79638c52b4aa0002c48d2741029359.jpg
爱恋鲜花（彩虹花艺店）,鲜花,,,深圳市,13312982979/13635802949,,https://p1.meituan.net/440.0/dpdeal/4ce3ed9377e89bc6d0a2558571fac68b75430.jpg
米兰鲜花,鲜花,,,深圳市,18823327225,,https://p1.meituan.net/440.0/dpmerchantalbum/ee77270bad9f3225bb8db85c29b20b55447181.jpg
银艳鲜花.琪琪花坊,鲜花,,,深圳市,19935159310,,https://p1.meituan.net/440.0/deal/__49532727__7697721.jpg
花冠鲜花（桂庙店）,鲜花,,,深圳市,13928444734,,https://p0.meituan.net/440.0/dpdeal/b7bdbb4165f8a98454e2ad1911be95f2146838.jpg
雅馨鲜花坊（南山店）,鲜花,,,深圳市,18575560938,,https://p1.meituan.net/440.0/dpmerchantalbum/226264acfb08fbff1e145fece870f51c507871.jpg
爱之裳鲜花店（花儿朵朵店）,鲜花,,,深圳市,0755-86955919/13554894887,,https://p1.meituan.net/440.0/dpdeal/c34139bfb7c782aa9d4bcf3228111233207643.jpg
红太阳花店（南山店）,鲜花,,,深圳市,18818699682/18818699682,,https://p0.meituan.net/440.0/dpmerchantalbum/a2f73d54080ac3055d5318011b6843e1181890.jpg
花之语鲜花（南山店）,鲜花,,,深圳市,18927434412,,https://p0.meituan.net/440.0/dpmerchantalbum/85e2c9f0b7dc9cf06c56cf561d3ea610392689.jpg
玫瑰系花坊（南山后海店）,鲜花,,,深圳市,15889306285,,https://p0.meituan.net/440.0/dpmerchantalbum/c62f3e657080ed46a167db273c622e5f1658008.png
格派花艺鲜花店（南山店）,鲜花,,,深圳市,18320896990/13682463990,,https://p0.meituan.net/440.0/mogu/f03602c051d76e0b4d63cbb41cea5b59525422.jpg
花梦谷鲜花（南山总店）,鲜花,,,深圳市,13544131960,,https://p1.meituan.net/440.0/merchantpic/40820227e478b82e32937c923b88fbed65858.jpg
丽石鲜花（南光路店）,鲜花,,,深圳市,400-690-7520,,https://p0.meituan.net/440.0/deal/cd4809e8b19794612f2fd1726a275130261281.jpg
玫瑰之约（鲜花速递）,鲜花,,,深圳市,0755-27048293/13480177725,,https://p1.meituan.net/440.0/deal/e6e4d72b9188e1973b5eb077d6a170ec245491.jpg
情语鲜花（南山店）,鲜花,,,深圳市,17722682703,,https://p1.meituan.net/440.0/dpmerchantalbum/38e85b1cfc6e886aebd0bfe0712eea7d544866.jpg
泰笛鲜花（南山店）,鲜花,,,深圳市,15826543307,,https://p0.meituan.net/440.0/dpmerchantalbum/ae555a8ba3c18fd9f6b5c096c7de4186156219.jpg
乱花篱鲜花店（南山店）,鲜花,,,深圳市,18566237925,,https://p1.meituan.net/440.0/dpmerchantalbum/7cf3a776c114a310b51028ec7d5c79811542924.jpg
8 Square Plants植物鲜花花店,鲜花,,,深圳市,14715018365/13415814409,,https://p0.meituan.net/440.0/merchantpic/0f013bbab8592c03d9d3e9d0cd2bb084593604.jpg
香浓花语鲜花店（南山店）,鲜花,,,深圳市,0755-21018396/13715117035,,https://p0.meituan.net/440.0/mogu/2f0c5fbaa8f40924d6d1bedeb3f6c58c133088.jpg
幸福美鲜花店（南山店）,鲜花,,,深圳市,18948320420,,https://p0.meituan.net/440.0/dpmerchantalbum/794321a107da26aa9cc9a6710aba189c306050.jpg
I DO FLOWERS爱渡花艺,鲜花,,,深圳市,17603015835/13128922042,,https://p1.meituan.net/440.0/dpmerchantalbum/d3df1e84a507c4dccb06ec836f1ebd35157512.jpg
澜馨花语（南海店）,鲜花,,,深圳市,22900658 /18824610269,,https://p0.meituan.net/440.0/deal/de894ac0a5c648fb204a0c7632e8a3ff100007.jpg
FlowerForever菲洛拉花店（凯德总店）,鲜花,,,深圳市,18688829399/18503023166,,https://p0.meituan.net/440.0/dpmerchantalbum/1ba5cad03ecccb7a4182a7abaeb8432f114412.jpg
亦心花艺（南山医院店）,鲜花,,,深圳市,400-965-9520,,https://p1.meituan.net/440.0/poi/584fb866bcc446a2a8c9f64ec157320063488.jpg
意合花艺（南山茶叶城店）,鲜花,,,深圳市,18925226858,,https://p0.meituan.net/440.0/dpdeal/a3a41693d0f30aaab0cc8b8dfe3352f9526821.jpg
贝特猫鲜花店（桃苑小区店）,鲜花,,,深圳市,400-168-1957,,https://p1.meituan.net/440.0/dpdeal/234bcb5d346b2c5419773d7f3b83604272601.jpg
檀薇初品鲜花（桃园店）,鲜花,,,深圳市,18566771060/13686441206,,https://p0.meituan.net/440.0/deal/4fb8eca9669d0e336a5aea385627237e296810.jpg
大行花开（创业路）,鲜花,,,深圳市,400-092-5186/13922861815,,https://p0.meituan.net/440.0/deal/722b4dd371e0360e72e10fe93288c6d174749.jpg
恋人鲜花（1339店）,鲜花,,,深圳市,13249881252,,https://p0.meituan.net/440.0/deal/c92abac5ac8c19ca20515f8da7ffd379410147.jpg
兰景丽园鲜花,鲜花,,,深圳市,400-043-0370,,https://p0.meituan.net/440.0/poi/ae6b21adc643206b6de1e85520fc06a779872.jpg
牡丹鲜花旗舰店（牡丹鲜花139店）,鲜花,,,深圳市,400-033-9596,,https://p1.meituan.net/440.0/deal/050477faebb785b4a8e3124f314e6611465369.jpg
绿韵花艺鲜花店（创业路店）,鲜花,,,深圳市,400-870-0900,,https://p0.meituan.net/440.0/dpmerchantalbum/96837a09739082b9ba47a08d1432b4f7305016.jpg
香浓花情（花甜久缔）,鲜花,,,深圳市,400-897-8769,,https://p0.meituan.net/440.0/deal/93a4ee3a770448ccdec5c9ffdf7a406a231332.jpg
石花坊（创业店）,鲜花,,,深圳市,400-690-7520,,https://p1.meituan.net/440.0/deal/f90c9e2eac4f1d8059920086c185f9be294694.jpg
花冠鲜花（海岸城店）,鲜花,,,深圳市,13530626877,,https://p0.meituan.net/440.0/dpdeal/8f449bbc5459bed49383279bc62eb6b8112871.jpg
繁花似锦,鲜花,,,深圳市,15932928958,,https://p0.meituan.net/440.0/shopmainpic/1bfc46d9188a616c6a3ef5b0e4ac309e100244.jpg
丽石鲜花（海德店）,鲜花,,,深圳市,400-690-7520,,https://p0.meituan.net/440.0/deal/cd4809e8b19794612f2fd1726a275130261281.jpg
澜馨花语（崇尚店）,鲜花,,,深圳市,22900658/18824610269,,https://p0.meituan.net/440.0/deal/441249f33cca0339a80868d5a81e7ce6260816.jpg
近藤花艺（花甜久缔）,鲜花,,,深圳市,400-857-7720,,https://p0.meituan.net/440.0/deal/1bbd724b4ceb174c3017763468f8670578494.jpg
檀薇初品鲜花（桂庙店）,鲜花,,,深圳市,13686441206/18566771060,,https://p1.meituan.net/440.0/deal/8e43b5790481a2d01e2cfeb18e197d3e110815.jpg
花点时间花艺（海岸城第四分店）,鲜花,,,深圳市,0755-82777310,,https://p0.meituan.net/440.0/dpmerchantalbum/b5e36ac575e0507f66385e04c2e9f2b31936720.jpg
遇见花店（南山一店）,鲜花,,,深圳市,0755-23894129/13798513841,,https://p0.meituan.net/440.0/dpmerchantalbum/14662f6b0dd505fda97cb164f5d19ff584163.jpg
新原野花艺（海岸城店）,鲜花,,,深圳市,13312892487,,https://p0.meituan.net/440.0/dpmerchantalbum/35d6eb25e828a720ae1fc9bf950f29b7318433.jpg
花点心思花艺（海岸城店）,鲜花,,,深圳市,0755-88605075,,https://p0.meituan.net/440.0/dpmerchantalbum/d6fd493d5371008fc3a3aa753e13d92385331.jpg
花千金鲜花（南山店）,鲜花,,,深圳市,15810836627,,https://p1.meituan.net/440.0/dpmerchantalbum/97044b401d0194ebf97ef2755a0a4e33230694.jpg
天上人间花店（保利文化广场店）,鲜花,,,深圳市,0755-83402832/13684989801,,https://p1.meituan.net/440.0/merchantpic/4f92c1a2da3ffbfdfc0ba15fd228108e185316.jpg
兰亭Flower（海岸店）,鲜花,,,深圳市,13631517883,,https://p0.meituan.net/440.0/merchantpic/aba2151fb84798b6c8aacb638d9daad0207847.jpg
玫瑰誓言Rose vows（海岸城店）,鲜花,,,深圳市,400-921-9592,,https://p0.meituan.net/440.0/ugcpic/9604b9c54ed7cae610b39a34b36dce41801628.png
鲜花高端工作室（南山3店）,鲜花,,,深圳市,13620920456,,https://p1.meituan.net/440.0/dpmerchantalbum/8f9cc4c78e959a8b82f8c4faf71363a64048947.jpg
花悦flower（海岸城店）,鲜花,,,深圳市,15818669479,,https://p0.meituan.net/440.0/merchantpic/e730326d41887cad6894f1a39c98f62c938564.jpg
梦丽鲜花（南山店）,鲜花,,,深圳市,15302763882,,https://p0.meituan.net/440.0/merchantpic/8c4a384379546a80bf1876a0ace2c5f055120.jpg
夏木森秋创意生活花艺馆（南山中心店）,鲜花,,,深圳市,13138172117/13642718450,,https://p1.meituan.net/440.0/dpmerchantalbum/2835c61a19fee4eca3055c39a72017c7133622.jpg
玫瑰花匠（海岸城店）,鲜花,,,深圳市,18819429698,,https://p0.meituan.net/440.0/dpmerchantalbum/410e3638bd537e30d1c9734a7add01dc748833.jpg
花语花意 Flower（海岸城店）,鲜花,,,深圳市,18664746396,,https://p1.meituan.net/440.0/dpmerchantalbum/28ac284e83fde2e64ca142eb9ec7a4171626829.png
小蓝帽花艺（海岸城店）,鲜花,,,深圳市,13059304649,,https://p0.meituan.net/440.0/dpmerchantalbum/d6054542ee353a9adfd1acc5aebada4d207723.jpg
花之吻花店（海岸城店）,鲜花,,,深圳市,13530039512,,https://p1.meituan.net/440.0/dpmerchantalbum/ccfd32d0f5a08ecec3eeca3e4117baa9347744.jpg
HUA DU花渡,鲜花,,,深圳市,13823511495,,https://p1.meituan.net/440.0/dpmerchantalbum/11d0addffcbb268a385a7c28044816f2131636.jpg
悦喜庆花篮鲜花品牌（后海店）,鲜花,,,深圳市,18923447979,,https://p1.meituan.net/440.0/dpmerchantalbum/76b06d3f291da0bc8a3dc191cccf064a86667.jpg
米兰鲜花（蛇口店）,鲜花,,,深圳市,18823327225,,https://p1.meituan.net/440.0/dpmerchantalbum/ee77270bad9f3225bb8db85c29b20b55447181.jpg
春田花花店,鲜花,,,深圳市,13510508159,,https://p0.meituan.net/440.0/deal/84cd00aa2196ca3851cef66879222e7d242847.jpg
心艺鲜花（南山店）,鲜花,,,深圳市,18219528295,,https://p0.meituan.net/440.0/dpmerchantalbum/f059ece6a88e16104eb3568b8c23c30374909.jpg
格派花艺鲜花店（白石洲店）,鲜花,,,深圳市,18320896990/13682463990,,https://p0.meituan.net/440.0/dpdeal/d7b7585a512a36d9d20ffe549492d1d7535008.jpg
花太香鲜花连锁（春田花花店）,鲜花,,,深圳市,13510508159,,https://p0.meituan.net/440.0/deal/d69984238f42e194042a3302f52d1b6286990.jpg
天马座花艺（白石洲店）,鲜花,,,深圳市,400-865-8182,,https://p1.meituan.net/440.0/deal/9114c404cece9f705327f58c810a3cf197261.jpg
时光花艺（白石洲店）,鲜花,,,深圳市,13603036220,,https://p0.meituan.net/440.0/dpmerchantalbum/3155d60bc9d64fd43b9f1098ea0c544e67259.jpg
丽石鲜花（依家店）,鲜花,,,深圳市,400-690-7520,,https://p0.meituan.net/440.0/deal/cd4809e8b19794612f2fd1726a275130261281.jpg
鲜艺花店连锁旗舰店,鲜花,,,深圳市,0755-26006081/13828875856,,https://p1.meituan.net/440.0/dpmerchantalbum/e002ba65b6d2c77790e3e4672675aa8a513009.jpg
兰景丽园鲜花（红树湾店）,鲜花,,,深圳市,400-043-0370,,https://p0.meituan.net/440.0/poi/ae6b21adc643206b6de1e85520fc06a779872.jpg
花冠鲜花（白石洲店）,鲜花,,,深圳市,13928444734,,https://p0.meituan.net/440.0/dpdeal/254d62132299d89928d43e710c2ce83581019.jpg
花之吻花店,鲜花,,,深圳市,13530039512,,https://p1.meituan.net/440.0/dpmerchantalbum/0431fa48aa1bc57a2342d31912782cc390254.jpg
I Do花艺（购物中心店）,鲜花,,,深圳市,15521504441,,https://p0.meituan.net/440.0/dpmerchantalbum/2b508a5070c8cb71eabed5647b4668b7127558.jpg
亦心花艺（白石洲店）,鲜花,,,深圳市,4009659520,,https://p1.meituan.net/440.0/deal/a4849aa094655a202e8f78ff8275f43a267916.jpg
丽石鲜花（科技店）,鲜花,,,深圳市,400-690-7520,,https://p0.meituan.net/440.0/deal/cd4809e8b19794612f2fd1726a275130261281.jpg
花点心思花艺（欢乐海岸店）,鲜花,,,深圳市,0755-88605075,,https://p0.meituan.net/440.0/dpmerchantalbum/d6fd493d5371008fc3a3aa753e13d92385331.jpg
Cocoa Flower鲜花,鲜花,,,深圳市,13728667688,,https://p0.meituan.net/440.0/dpmerchantalbum/20a4cdbf5ac021983817023a46efdea5132329.jpg
倾心FLORA（欢乐海岸店）,鲜花,,,深圳市,18565722028,,https://p0.meituan.net/440.0/merchantpic/55b70581e4f7ccd854ea50fc54533af3432091.jpg
兰景丽园鲜花（宝能太古店）,鲜花,,,深圳市,400-043-0370,,https://p0.meituan.net/440.0/dpdeal/3d072f8fa29f5a1514f89740fd52ef8f100663.jpg
天马座花艺（太古城店）,鲜花,,,深圳市,4008658182,,https://p1.meituan.net/440.0/deal/9114c404cece9f705327f58c810a3cf197261.jpg
爱洛斯花艺（宝能太古城店）,鲜花,,,深圳市,13631552103,,https://p0.meituan.net/440.0/mogu/913f9dce7bc46fce34a74420b5a92c86170136.jpg
薇妮花园花艺工作室,鲜花,,,深圳市,13620961605/15986674496,,https://p1.meituan.net/440.0/dpdeal/31db2a3de7a647978a759180edbf6cd0203938.jpg
花冠鲜花（后海店）,鲜花,,,深圳市,13530626877,,https://p0.meituan.net/440.0/dpdeal/c0f18ad2cf826538b1298e9010e50fc392252.jpg
兰景丽园鲜花（致远店）,鲜花,,,深圳市,4000430370,,https://p1.meituan.net/440.0/dpdeal/306bf572db00a224494a59ba787f1ea8111025.jpg
遇见花花艺连锁（蛇口店）,鲜花,,,深圳市,18566237925,,https://p1.meituan.net/440.0/dpdeal/c11b00218d7c15f88c45dcffcbfc48a71105033.png
大行花开（南山店）,鲜花,,,深圳市,400-092-5186,,https://p1.meituan.net/440.0/deal/15558b528a629a6b65a580542928c60097683.jpg
亦心花艺（蛇口店）,鲜花,,,深圳市,400-965-9520,,https://p1.meituan.net/440.0/mogu/8157637c437d33f085fc324f4b8211da94878.jpg
天马座花艺（花园城店）,鲜花,,,深圳市,4008658182,,https://p1.meituan.net/440.0/deal/9114c404cece9f705327f58c810a3cf197261.jpg
优优鲜花（南山店）,鲜花,,,深圳市,13798483837,,https://p0.meituan.net/440.0/dpmerchantalbum/5289c5a7cebcd6ecc9b6719ed156590e7319802.jpg
意合花艺（蛇口店）,鲜花,,,深圳市,0755-27788366/13622380629,,https://p0.meituan.net/440.0/dpdeal/e75494887d21685b2dc938ac80121874101051.jpg
Flowers匠（南山店）,鲜花,,,深圳市,18688935445,,https://p1.meituan.net/440.0/dpmerchantalbum/8e2a609a7c4b97563055d0ffa129920d155008.jpg
丽石鲜花（海昌路店）,鲜花,,,深圳市,400-690-7520,,https://p0.meituan.net/440.0/deal/cd4809e8b19794612f2fd1726a275130261281.jpg
花之恩鲜花店（蛇口店）,鲜花,,,深圳市,13632880897/18598260036,,https://p1.meituan.net/440.0/dpmerchantalbum/e2a4a06b58e8918af3618738611ba711189346.jpg
兰景丽园鲜花（蛇口公园南路店）,鲜花,,,深圳市,400-043-0370,,https://p0.meituan.net/440.0/poi/ae6b21adc643206b6de1e85520fc06a779872.jpg
思丽卡鲜花（鸿隆公寓店）,鲜花,,,深圳市,0755-25326149/13632794653,,https://p1.meituan.net/440.0/poi/3bc1640f161e46337a69661424df7a6e102400.jpg
意合花艺（海上世界店）,鲜花,,,深圳市,0755-27788366/13622380629,,https://p0.meituan.net/440.0/poi/403c5d1a2b3fc171e6c15caa1ce3c642118784.jpg
遇见花店（南山3店）,鲜花,,,深圳市,0755-23894129/13798513841,,https://p0.meituan.net/440.0/dpmerchantalbum/bfbd4a1a58127d3e4f539f38ca492cd7116586.jpg
我的后花园（南山1店）,鲜花,,,深圳市,15875500103,,https://p1.meituan.net/440.0/deal/__49532727__7697721.jpg
花点心思花艺（益田假日店）,鲜花,,,深圳市,0755-88605075,,https://p0.meituan.net/440.0/dpmerchantalbum/d6fd493d5371008fc3a3aa753e13d92385331.jpg
天上人间花店（华侨城店）,鲜花,,,深圳市,13322925836,,https://p1.meituan.net/440.0/merchantpic/d89dc85c0f157697fc7ec1147822030198478.jpg
桃夭花艺（华侨城店）,鲜花,,,深圳市,400-056-5113/13560762578,,https://p1.meituan.net/440.0/shopmainpic/5c57a93b58ab2f7ba4931bb39d513e1f211770.jpg
玫瑰誓言Rose vows（华侨城店）,鲜花,,,深圳市,400-921-9592,,https://p0.meituan.net/440.0/ugcpic/9604b9c54ed7cae610b39a34b36dce41801628.png
花悦flower（华侨城店）,鲜花,,,深圳市,15818669479,,https://p0.meituan.net/440.0/merchantpic/7d1340dd0224f28590aadc28376e6bd2340775.jpg
亲亲花艺鲜花（南山店）,鲜花,,,深圳市,13244856994,,https://p1.meituan.net/440.0/dpmerchantalbum/13a468e09ec793516d8827fc5ce8a30e266786.jpg
澜馨花语（京基百纳店）,鲜花,,,深圳市,0755-22900658/18824610269,,https://p1.meituan.net/440.0/deal/142168f1436738092146cabe8614ec68220174.jpg
晓晓花店（石花坊鲜花联盟）,鲜花,,,深圳市,400-690-7520,,https://p1.meituan.net/440.0/deal/f90c9e2eac4f1d8059920086c185f9be294694.jpg
花晗flower（京基华侨城店）,鲜花,,,深圳市,18823862732,,https://p0.meituan.net/440.0/dpmerchantalbum/49a17ad010814497dfbb22a7af1df6a2201881.jpg
思丽卡鲜花（京基百纳广场店）,鲜花,,,深圳市,0755-25326149/13632794653,,https://p0.meituan.net/440.0/poi/98dc05c16416378f80696419d5a3508a104448.jpg
玫瑰花匠（南山店）,鲜花,,,深圳市,18819429698,,https://p0.meituan.net/440.0/dpmerchantalbum/410e3638bd537e30d1c9734a7add01dc748833.jpg
兰景丽园鲜花（后海中心路店）,鲜花,,,深圳市,400-043-0370,,https://p0.meituan.net/440.0/poi/ae6b21adc643206b6de1e85520fc06a779872.jpg
情语鲜花（盐田店）,鲜花,,,深圳市,17722682703,,https://p1.meituan.net/440.0/deal/__49532727__7697721.jpg
亦心花艺（沙头角店）,鲜花,,,深圳市,400-965-9520,,https://p1.meituan.net/440.0/mogu/f3a3579ece94a20bea5097ac60ff67f1113955.jpg
花湾花艺鲜花店（盐田店）,鲜花,,,深圳市,18811879641/13360523795,,https://p0.meituan.net/440.0/dpmerchantalbum/ead479572b0f5b79c4c2819d3206ee6f125798.jpg
檀薇初品鲜花（沙头角海山店）,鲜花,,,深圳市,13686441206/18566771060,,https://p0.meituan.net/440.0/deal/3919de7a38137822402f5f2ddfa8fbf3337661.jpg
绿韵花艺鲜花店（沙头角店）,鲜花,,,深圳市,400-870-0900,,https://p0.meituan.net/440.0/dpmerchantalbum/96837a09739082b9ba47a08d1432b4f7305016.jpg
牡丹鲜花旗舰店（牡丹鲜花148店）,鲜花,,,深圳市,400-033-9596,,https://p1.meituan.net/440.0/deal/050477faebb785b4a8e3124f314e6611465369.jpg
贝特猫鲜花店（沙深路店）,鲜花,,,深圳市,400-168-1957,,https://p1.meituan.net/440.0/dpdeal/833f1c028b6ddb89f88805e7e950920899653.jpg
贝特猫鲜花店（暗径新村店）,鲜花,,,深圳市,400-168-1957,,https://p0.meituan.net/440.0/dpdeal/1a4aa5312a372656e9cf404fbb5da98097031.jpg
贝特猫鲜花店（深盐路店）,鲜花,,,深圳市,400-168-1957,,https://p0.meituan.net/440.0/dpdeal/999d7108dc3fe8a1f4137c8ccd21d49b77931.jpg
缘之韵花艺,鲜花,,,深圳市,400-100-9269/18025431463,,https://p1.meituan.net/440.0/dpdeal/d11d6bc8939333e03d1c78b8704c2d45173578.jpg
花约鲜花店（盐田店）,鲜花,,,深圳市,13651445989/13923703361,,https://p1.meituan.net/440.0/dpmerchantalbum/8a575c5d431eedfd92e3986731502210221788.jpg
朵美鲜花店（宝安店）,鲜花,,,深圳市,13620921926,,https://p0.meituan.net/440.0/dpmerchantalbum/2cac7525c9c913cdee85071e8f8765e0458519.jpg
遇花缘鲜花,鲜花,,,深圳市,13798259763,,https://p0.meituan.net/440.0/deal/801a07986fab54c99ffecc030c6eac9b544853.jpg
艺景花店（宝安店）,鲜花,,,深圳市,0755-29186699/15820428820,,https://p0.meituan.net/440.0/dpmerchantalbum/15707b0ada5c4c0876c7133d8de599a0178721.jpg
珍爱鲜花连锁（宝安店）,鲜花,,,深圳市,400-623-1316,,https://p0.meituan.net/440.0/deal/__45019704__3518716.jpg
左花（823店）,鲜花,,,深圳市,13554950014,,https://p0.meituan.net/440.0/dpdeal/d66f44908434dfcb7093324c93f74eda378332.jpg
开业花篮鲜花店,鲜花,,,深圳市,13510627800,,https://p1.meituan.net/440.0/dpmerchantalbum/452581bbae864c3b9cb59f49facb6b89128221.jpg
心雨鲜花（西乡店）,鲜花,,,深圳市,18476907159,,https://p1.meituan.net/440.0/merchantpic/a38ba1d33120947326225631c81695b5409346.jpg
梦丽鲜花（固戍店）,鲜花,,,深圳市,15302763882,,https://p0.meituan.net/440.0/merchantpic/b5633b788cde32def79f341a679ba9e948800.jpg
花样年华（昔小花舍店）,鲜花,,,深圳市,400-897-8769,,https://p1.meituan.net/440.0/deal/2c04f6b8f6ac28cd88f0e25969f3e09c127686.jpg
幸福花访,鲜花,,,深圳市,13537550026,,https://p0.meituan.net/440.0/waimaipoi/89346c6eaebf1de941365ac3cd9128fe36864.jpg
檀薇初品鲜花（西乡店）,鲜花,,,深圳市,13686441206,,https://p1.meituan.net/440.0/deal/66ec70da81ca1097ab4db24b4eaf978d372758.jpg
花冠鲜花（深圳艺景花店）,鲜花,,,深圳市,0755-29186699,,https://p0.meituan.net/440.0/deal/55390c5bc239b30a24dac85bcb29fb77325751.jpg
亦心花艺（坪洲店）,鲜花,,,深圳市,4009659520,,https://p1.meituan.net/440.0/deal/219ddc88a0253cf053c1b91f4e96030360032.jpg
520鲜花（深圳梦幻花艺）,鲜花,,,深圳市,13632580967,,https://p1.meituan.net/440.0/deal/06319362d474f18b2446b0869ce7ecd1600360.jpg
兰景丽园鲜花（西乡盐田店）,鲜花,,,深圳市,400-043-0370,,https://p0.meituan.net/440.0/poi/ae6b21adc643206b6de1e85520fc06a779872.jpg
