订单ID,团长ID,订单日期,订单金额,参团人数,商品分类,团长返现金额
321516121,100575,2018/2/25,1367,5,生鲜-水产,73.35
321516122,100834,2018/2/25,634,10,零食-方便食品,41.7
321516123,100729,2018/2/25,1031,11,零食-坚果,62.55
321516124,100744,2018/2/25,945,4,零食-方便食品,51.25
321516125,100907,2018/2/25,1016,16,零食-坚果,66.8
321516126,101006,2018/2/25,1371,5,生鲜-水果,73.55
321516127,100823,2018/2/25,1397,12,生鲜-水产,81.85
321516128,100420,2018/2/25,751,8,零食-饮料,45.55
321516129,100651,2018/2/25,925,13,零食-饮料,59.25
321516130,100494,2018/2/25,1380,9,生鲜-水果,78
321516131,100737,2018/2/25,818,16,生鲜-禽肉,56.9
321516132,100446,2018/2/25,1514,8,生鲜-水产,83.7
321516133,100566,2018/2/25,1041,24,生鲜-水果,76.05
321516134,100958,2018/2/25,1181,13,零食-饮料,72.05
321516135,100656,2018/2/26,577,5,家用-清洁用品,33.85
321516136,100662,2018/2/26,1118,9,零食-膨化食品,64.9
321516137,100360,2018/2/26,927,18,生鲜-水果,64.35
321516138,101001,2018/2/26,871,14,生鲜-水果,57.55
321516139,100962,2018/2/26,1341,8,零食-坚果,75.05
321516140,100532,2018/2/26,1792,7,生鲜-禽肉,96.6
321516141,100701,2018/2/26,747,15,零食-方便食品,52.35
321516142,100586,2018/2/26,1296,5,生鲜-水产,69.8
321516143,100993,2018/2/26,1673,20,生鲜-禽肉,103.65
321516144,100785,2018/2/26,1031,3,零食-坚果,54.55
321516145,100960,2018/2/26,1002,4,生鲜-水产,54.1
321516146,100811,2018/2/26,977,4,生鲜-禽肉,52.85
321516147,100876,2018/2/26,887,1,生鲜-蔬菜,45.35
321516148,100512,2018/2/26,866,8,生鲜-水产,51.3
321516149,100912,2018/2/26,790,22,生鲜-水产,61.5
321516150,100374,2018/2/26,879,5,零食-饮料,48.95
321516151,100470,2018/2/26,975,12,生鲜-水果,60.75
321516152,100452,2018/2/26,594,14,零食-方便食品,43.7
321516153,100409,2018/2/26,1013,11,零食-方便食品,61.65
321516154,100983,2018/2/26,771,10,家用-清洁用品,48.55
321516155,100871,2018/2/26,780,6,零食-坚果,45
321516156,100989,2018/2/26,770,6,生鲜-蔬菜,44.5
321516157,100601,2018/2/26,453,13,生鲜-水产,35.65
321516158,100374,2018/2/26,309,7,零食-坚果,22.45
321516159,100847,2018/2/26,764,8,家用-日化用品,46.2
321516160,100661,2018/2/26,544,7,生鲜-蔬菜,34.2
321516161,100645,2018/2/26,1105,13,生鲜-水果,68.25
321516162,100394,2018/2/26,844,6,生鲜-蔬菜,48.2
321516163,100620,2018/2/26,1016,9,家用-清洁用品,59.8
321516164,100385,2018/2/26,1293,10,生鲜-蔬菜,74.65
321516165,100663,2018/2/26,828,1,零食-膨化食品,42.4
321516166,100778,2018/2/26,838,6,生鲜-水产,47.9
321516167,100588,2018/2/26,1612,13,零食-饮料,93.6
321516168,100746,2018/2/26,726,6,家用-日化用品,42.3
321516169,100868,2018/2/26,1196,15,生鲜-蔬菜,74.8
321516170,100501,2018/2/26,998,14,生鲜-水产,63.9
321516171,100467,2018/2/26,908,2,零食-坚果,47.4
321516172,100511,2018/2/26,1179,5,零食-饮料,63.95
321516173,100384,2018/2/26,1268,7,零食-坚果,70.4
321516174,100561,2018/2/26,942,9,生鲜-蔬菜,56.1
321516175,100592,2018/2/26,1115,7,生鲜-禽肉,62.75
321516176,100839,2018/2/26,1006,8,生鲜-水果,58.3
321516177,100688,2018/2/26,983,10,生鲜-水果,59.15
321516178,100716,2018/2/26,811,12,家用-个人护理,52.55
321516179,100889,2018/2/26,1835,11,家用-个人护理,102.75
321516180,100537,2018/2/26,621,15,零食-饮料,46.05
321516181,100464,2018/2/26,982,12,零食-膨化食品,61.1
321516182,100591,2018/2/26,1036,12,零食-方便食品,63.8
321516183,100552,2018/2/26,651,5,生鲜-水产,37.55
321516184,100844,2018/2/26,1184,11,家用-个人护理,70.2
321516185,100907,2018/2/26,1148,10,零食-方便食品,67.4
321516186,100370,2018/2/26,1174,12,零食-坚果,70.7
321516187,100955,2018/2/26,1023,13,零食-方便食品,64.15
321516188,100903,2018/2/26,642,12,生鲜-水产,44.1
321516189,100956,2018/2/26,1037,9,生鲜-蔬菜,60.85
321516190,100518,2018/2/26,1287,9,生鲜-水产,73.35
321516191,100781,2018/2/26,744,8,生鲜-水产,45.2
321516192,100594,2018/2/26,745,14,零食-坚果,51.25
321516193,100445,2018/2/26,832,6,生鲜-蔬菜,47.6
321516194,100585,2018/2/26,1397,10,零食-方便食品,79.85
321516195,100374,2018/2/26,968,5,零食-坚果,53.4
321516196,100787,2018/2/26,933,13,生鲜-水果,59.65
321516197,100856,2018/2/26,701,12,生鲜-蔬菜,47.05
321516198,100932,2018/2/26,1037,8,家用-清洁用品,59.85
321516199,100828,2018/2/26,1556,10,家用-个人护理,87.8
321516200,100647,2018/2/26,1118,6,零食-饮料,61.9
321516201,100759,2018/2/26,486,2,生鲜-禽肉,26.3
321516202,100916,2018/2/26,1163,10,生鲜-水果,68.15
321516203,100757,2018/2/26,1253,13,家用-清洁用品,75.65
321516204,100632,2018/2/26,790,4,生鲜-蔬菜,43.5
321516205,101007,2018/2/26,809,7,零食-膨化食品,47.45
321516206,100734,2018/2/26,1337,14,零食-饮料,80.85
321516207,100599,2018/2/26,817,18,零食-膨化食品,58.85
321516208,100647,2018/2/27,695,14,零食-膨化食品,48.75
321516209,100900,2018/2/27,615,10,家用-日化用品,40.75
321516210,100588,2018/2/27,1601,11,生鲜-禽肉,91.05
321516211,100727,2018/2/27,757,6,生鲜-蔬菜,43.85
321516212,100699,2018/2/27,1211,13,零食-膨化食品,73.55
321516213,100862,2018/2/27,909,7,家用-日化用品,52.45
321516214,100758,2018/2/27,944,8,零食-方便食品,55.2
321516215,100912,2018/2/27,1002,15,生鲜-蔬菜,65.1
321516216,100994,2018/2/27,1123,6,零食-方便食品,62.15
321516217,100592,2018/2/27,1322,27,生鲜-水产,93.1
321516218,100727,2018/2/27,1346,8,零食-饮料,75.3
321516219,100603,2018/2/27,1239,16,家用-日化用品,77.95
321516220,100859,2018/2/27,832,3,零食-方便食品,44.6
321516221,100713,2018/2/27,712,10,生鲜-禽肉,45.6
321516222,100624,2018/2/27,1305,4,生鲜-水果,69.25
321516223,100768,2018/2/27,745,18,生鲜-水产,55.25
321516224,100413,2018/2/27,962,2,生鲜-水产,50.1
321516225,100577,2018/2/27,910,5,家用-日化用品,50.5
321516226,100506,2018/2/27,1112,11,生鲜-水产,66.6
321516227,100682,2018/2/27,973,10,生鲜-蔬菜,58.65
321516228,100635,2018/2/27,756,12,生鲜-禽肉,49.8
321516229,100802,2018/2/27,1088,7,零食-坚果,61.4
321516230,100660,2018/2/27,698,11,生鲜-水产,45.9
321516231,100494,2018/2/27,1152,3,零食-坚果,60.6
321516232,100918,2018/2/27,1235,7,生鲜-水果,68.75
321516233,100898,2018/2/27,853,12,生鲜-水果,54.65
321516234,100544,2018/2/27,1318,20,零食-方便食品,85.9
321516235,100404,2018/2/27,785,1,生鲜-禽肉,40.25
321516236,100891,2018/2/27,799,2,生鲜-水果,41.95
321516237,100863,2018/2/27,977,3,家用-个人护理,51.85
321516238,100818,2018/2/27,1490,13,生鲜-水产,87.5
321516239,100461,2018/2/27,693,8,生鲜-水果,42.65
321516240,100768,2018/2/27,738,6,零食-方便食品,42.9
321516241,100417,2018/2/27,1192,15,零食-方便食品,74.6
321516242,100662,2018/2/27,743,16,生鲜-水果,53.15
321516243,100676,2018/2/27,948,13,零食-坚果,60.4
321516244,100827,2018/2/27,1422,13,家用-日化用品,84.1
321516245,100986,2018/2/27,812,6,生鲜-禽肉,46.6
321516246,100833,2018/2/27,673,10,生鲜-水产,43.65
321516247,101005,2018/2/27,1332,3,生鲜-禽肉,69.6
321516248,100423,2018/2/27,824,14,家用-清洁用品,55.2
321516249,100798,2018/2/27,534,2,生鲜-蔬菜,28.7
321516250,100779,2018/2/27,852,3,家用-清洁用品,45.6
321516251,100472,2018/2/27,1309,7,生鲜-禽肉,72.45
321516252,100533,2018/2/27,1064,4,生鲜-水产,57.2
321516253,100632,2018/2/27,852,16,家用-日化用品,58.6
321516254,100601,2018/2/27,1066,4,生鲜-蔬菜,57.3
321516255,100767,2018/2/27,928,14,生鲜-水果,60.4
321516256,100520,2018/2/27,871,14,家用-日化用品,57.55
321516257,100918,2018/2/27,604,19,零食-方便食品,49.2
321516258,100939,2018/2/27,335,6,家用-个人护理,22.75
321516259,100500,2018/2/27,1416,1,生鲜-蔬菜,71.8
321516260,100558,2018/2/27,981,9,生鲜-水产,58.05
321516261,100624,2018/2/27,887,9,家用-清洁用品,53.35
321516262,100989,2018/2/27,600,1,家用-日化用品,31
321516263,100834,2018/2/27,771,13,家用-个人护理,51.55
321516264,100366,2018/2/27,1173,17,零食-膨化食品,75.65
321516265,100436,2018/2/27,1201,13,生鲜-蔬菜,73.05
321516266,100808,2018/2/27,756,5,零食-方便食品,42.8
321516267,100857,2018/2/27,1276,17,家用-个人护理,80.8
321516268,100637,2018/2/27,1353,6,家用-个人护理,73.65
321516269,100410,2018/2/27,698,5,零食-坚果,39.9
321516270,100543,2018/2/27,1201,16,生鲜-水产,76.05
321516271,100924,2018/2/27,901,11,生鲜-蔬菜,56.05
321516272,100981,2018/2/27,1093,10,生鲜-水产,64.65
321516273,100813,2018/2/27,1126,5,零食-饮料,61.3
321516274,100464,2018/2/27,990,12,生鲜-水果,61.5
321516275,100723,2018/2/27,1305,10,生鲜-水产,75.25
321516276,100483,2018/2/27,914,9,家用-个人护理,54.7
321516277,100478,2018/2/27,1103,10,生鲜-水果,65.15
321516278,100674,2018/2/27,939,19,零食-饮料,65.95
321516279,100896,2018/2/27,1086,2,生鲜-禽肉,56.3
321516280,100937,2018/2/27,386,14,生鲜-禽肉,33.3
321516281,100370,2018/2/27,1299,13,家用-日化用品,77.95
321516282,100365,2018/2/28,1086,13,零食-膨化食品,67.3
321516283,100481,2018/2/28,821,8,零食-膨化食品,49.05
321516284,100775,2018/2/28,1146,1,家用-日化用品,58.3
321516285,100768,2018/2/28,926,11,家用-日化用品,57.3
321516286,100795,2018/2/28,926,9,零食-方便食品,55.3
321516287,100693,2018/2/28,1001,10,生鲜-蔬菜,60.05
321516288,100422,2018/2/28,722,10,家用-个人护理,46.1
321516289,100433,2018/2/28,573,12,生鲜-水果,40.65
321516290,100704,2018/2/28,746,4,零食-方便食品,41.3
321516291,100616,2018/2/28,943,7,零食-膨化食品,54.15
321516292,100661,2018/2/28,755,10,生鲜-水产,47.75
321516293,100885,2018/2/28,746,7,零食-坚果,44.3
321516294,100849,2018/2/28,1232,2,零食-坚果,63.6
321516295,100783,2018/2/28,973,11,零食-坚果,59.65
321516296,100437,2018/2/28,912,10,零食-方便食品,55.6
321516297,100710,2018/2/28,1141,12,生鲜-蔬菜,69.05
321516298,100751,2018/2/28,867,8,家用-清洁用品,51.35
321516299,100650,2018/2/28,483,2,家用-清洁用品,26.15
321516300,100996,2018/2/28,1244,9,生鲜-蔬菜,71.2
321516301,100639,2018/2/28,463,11,生鲜-禽肉,34.15
321516302,100581,2018/2/28,454,4,家用-日化用品,26.7
321516303,100873,2018/2/28,1215,2,家用-个人护理,62.75
321516304,100695,2018/2/28,759,5,家用-日化用品,42.95
321516305,100916,2018/2/28,1260,6,零食-方便食品,69
321516306,100972,2018/2/28,1184,9,生鲜-禽肉,68.2
321516307,100898,2018/2/28,1054,17,家用-个人护理,69.7
321516308,100960,2018/2/28,1274,12,生鲜-水果,75.7
321516309,100933,2018/2/28,746,4,生鲜-水果,41.3
321516310,100900,2018/2/28,1360,3,零食-方便食品,71
321516311,100696,2018/2/28,1467,2,家用-个人护理,75.35
321516312,100349,2018/2/28,1470,7,家用-日化用品,80.5
321516313,100479,2018/2/28,1098,10,生鲜-水果,64.9
321516314,100714,2018/2/28,509,12,零食-膨化食品,37.45
321516315,100914,2018/2/28,1643,9,生鲜-蔬菜,91.15
321516316,100809,2018/2/28,1244,11,家用-个人护理,73.2
321516317,100410,2018/2/28,772,14,生鲜-水果,52.6
321516318,100911,2018/2/28,933,16,家用-日化用品,62.65
321516319,100782,2018/2/28,1226,14,生鲜-禽肉,75.3
321516320,100381,2018/2/28,1273,5,家用-清洁用品,68.65
321516321,100368,2018/2/28,990,18,家用-个人护理,67.5
321516322,100987,2018/2/28,881,7,零食-饮料,51.05
321516323,100365,2018/2/28,951,12,生鲜-水产,59.55
321516324,100672,2018/2/28,800,11,生鲜-水果,51
321516325,100980,2018/2/28,856,9,生鲜-水果,51.8
321516326,100599,2018/2/28,912,14,生鲜-禽肉,59.6
321516327,100674,2018/2/28,1194,3,生鲜-水果,62.7
321516328,100424,2018/2/28,1482,13,家用-清洁用品,87.1
321516329,100649,2018/2/28,1263,10,生鲜-水产,73.15
321516330,100393,2018/2/28,862,10,零食-坚果,53.1
321516331,100885,2018/2/28,362,9,零食-膨化食品,27.1
321516332,100373,2018/2/28,544,18,零食-饮料,45.2
321516333,100509,2018/2/28,1507,13,生鲜-禽肉,88.35
321516334,100528,2018/2/28,851,5,生鲜-蔬菜,47.55
321516335,100579,2018/2/28,871,12,生鲜-禽肉,55.55
321516336,100783,2018/2/28,1481,14,家用-个人护理,88.05
321516337,100889,2018/2/28,1059,7,生鲜-禽肉,59.95
321516338,100703,2018/2/28,1724,12,零食-膨化食品,98.2
321516339,100595,2018/3/1,1135,4,家用-日化用品,60.75
321516340,100877,2018/3/1,756,7,零食-膨化食品,44.8
321516341,100572,2018/3/1,1085,13,家用-日化用品,67.25
321516342,100380,2018/3/1,1454,4,家用-个人护理,76.7
321516343,100675,2018/3/1,845,9,生鲜-蔬菜,51.25
321516344,100407,2018/3/1,1306,3,生鲜-水产,68.3
321516345,100806,2018/3/1,1774,17,零食-坚果,105.7
321516346,100365,2018/3/1,1044,9,生鲜-水产,61.2
321516347,100644,2018/3/1,928,14,生鲜-蔬菜,60.4
321516348,100379,2018/3/1,1125,5,生鲜-水果,61.25
321516349,100782,2018/3/1,809,7,生鲜-水产,47.45
321516350,100571,2018/3/1,651,10,家用-个人护理,42.55
321516351,100892,2018/3/1,1049,11,家用-日化用品,63.45
321516352,100725,2018/3/1,751,7,生鲜-水产,44.55
321516353,100381,2018/3/1,1191,10,零食-饮料,69.55
321516354,100862,2018/3/1,1034,2,生鲜-水产,53.7
321516355,100548,2018/3/1,1347,11,生鲜-水果,78.35
321516356,100456,2018/3/1,1306,12,生鲜-水产,77.3
321516357,100937,2018/3/1,1058,17,生鲜-水产,69.9
321516358,100374,2018/3/1,1388,15,家用-日化用品,84.4
321516359,100457,2018/3/1,776,20,零食-方便食品,58.8
321516360,100619,2018/3/1,1417,1,零食-膨化食品,71.85
321516361,100679,2018/3/1,1332,7,家用-清洁用品,73.6
321516362,100430,2018/3/1,1382,10,家用-个人护理,79.1
321516363,100548,2018/3/1,1158,12,生鲜-蔬菜,69.9
321516364,100584,2018/3/1,1194,8,家用-日化用品,67.7
321516365,100473,2018/3/1,1419,3,零食-坚果,73.95
321516366,100489,2018/3/1,822,1,家用-清洁用品,42.1
321516367,100927,2018/3/1,780,8,生鲜-蔬菜,47
321516368,100475,2018/3/1,1209,15,生鲜-水产,75.45
321516369,100912,2018/3/1,595,1,生鲜-水果,30.75
321516370,100977,2018/3/1,1295,2,零食-坚果,66.75
321516371,100810,2018/3/1,955,10,生鲜-水产,57.75
321516372,100737,2018/3/1,1242,12,家用-清洁用品,74.1
321516373,100571,2018/3/1,1352,10,生鲜-水果,77.6
321516374,100880,2018/3/1,630,13,生鲜-水果,44.5
321516375,100517,2018/3/1,1081,10,生鲜-蔬菜,64.05
321516376,100690,2018/3/1,940,15,家用-日化用品,62
321516377,100771,2018/3/1,1287,8,生鲜-禽肉,72.35
321516378,100786,2018/3/1,883,4,生鲜-蔬菜,48.15
321516379,100593,2018/3/1,1091,8,生鲜-水果,62.55
321516380,100415,2018/3/1,892,5,零食-饮料,49.6
321516381,100410,2018/3/1,658,3,家用-个人护理,35.9
321516382,100629,2018/3/1,1173,2,生鲜-水果,60.65
321516383,100653,2018/3/1,1171,8,生鲜-蔬菜,66.55
321516384,100365,2018/3/1,1245,15,生鲜-水产,77.25
321516385,100762,2018/3/1,866,4,零食-膨化食品,47.3
321516386,100632,2018/3/1,1174,12,生鲜-水产,70.7
321516387,100569,2018/3/1,890,16,零食-坚果,60.5
321516388,100990,2018/3/1,778,13,零食-膨化食品,51.9
321516389,100682,2018/3/1,693,4,生鲜-蔬菜,38.65
321516390,100444,2018/3/1,525,2,零食-膨化食品,28.25
321516391,100856,2018/3/1,1443,3,生鲜-禽肉,75.15
321516392,100572,2018/3/1,883,11,生鲜-水产,55.15
321516393,100693,2018/3/1,967,13,零食-膨化食品,61.35
321516394,100935,2018/3/1,1142,10,生鲜-水果,67.1
321516395,100348,2018/3/1,1104,13,家用-个人护理,68.2
321516396,100911,2018/3/1,962,10,零食-饮料,58.1
321516397,100357,2018/3/1,578,8,家用-个人护理,36.9
321516398,100672,2018/3/1,1400,7,生鲜-水果,77
321516399,100433,2018/3/1,925,14,零食-饮料,60.25
321516400,100847,2018/3/1,918,15,零食-坚果,60.9
321516401,100533,2018/3/1,877,4,零食-方便食品,47.85
321516402,100915,2018/3/1,1055,6,家用-个人护理,58.75
321516403,100364,2018/3/1,778,5,零食-膨化食品,43.9
321516404,100442,2018/3/1,907,9,生鲜-禽肉,54.35
321516405,100651,2018/3/2,401,15,生鲜-禽肉,35.05
321516406,100764,2018/3/2,1374,4,零食-坚果,72.7
321516407,100629,2018/3/2,1037,18,零食-方便食品,69.85
321516408,100974,2018/3/2,1110,1,家用-清洁用品,56.5
321516409,100817,2018/3/2,1011,16,生鲜-水产,66.55
321516410,100882,2018/3/2,935,2,生鲜-蔬菜,48.75
321516411,100970,2018/3/2,1017,15,家用-清洁用品,65.85
321516412,101005,2018/3/2,1037,10,生鲜-蔬菜,61.85
321516413,100672,2018/3/2,908,1,零食-膨化食品,46.4
321516414,100385,2018/3/2,1103,7,零食-膨化食品,62.15
321516415,100419,2018/3/2,1000,17,生鲜-水果,67
321516416,100704,2018/3/2,1040,10,家用-日化用品,62
321516417,100654,2018/3/2,1087,2,生鲜-蔬菜,56.35
321516418,100873,2018/3/2,514,7,家用-个人护理,32.7
321516419,100723,2018/3/2,792,7,家用-日化用品,46.6
321516420,100778,2018/3/2,1154,8,零食-饮料,65.7
321516421,100750,2018/3/2,1034,10,家用-清洁用品,61.7
321516422,100774,2018/3/2,1100,10,生鲜-禽肉,65
321516423,100784,2018/3/2,513,15,家用-个人护理,40.65
321516424,100915,2018/3/2,1313,2,生鲜-水产,67.65
321516425,100870,2018/3/2,850,16,生鲜-水产,58.5
321516426,100518,2018/3/2,1465,3,生鲜-水产,76.25
321516427,100407,2018/3/2,1641,13,家用-清洁用品,95.05
321516428,100781,2018/3/2,873,9,生鲜-水果,52.65
321516429,100552,2018/3/2,1142,16,零食-饮料,73.1
321516430,100747,2018/3/2,711,16,零食-坚果,51.55
321516431,100406,2018/3/2,1021,8,生鲜-水产,59.05
321516432,100726,2018/3/2,669,9,家用-清洁用品,42.45
321516433,100925,2018/3/2,1442,5,家用-个人护理,77.1
321516434,100508,2018/3/2,1082,14,零食-方便食品,68.1
321516435,100807,2018/3/2,1001,6,家用-清洁用品,56.05
321516436,100439,2018/3/2,1146,6,生鲜-水果,63.3
321516437,100772,2018/3/2,983,6,生鲜-蔬菜,55.15
321516438,100674,2018/3/2,822,16,家用-日化用品,57.1
321516439,100812,2018/3/2,1291,17,生鲜-蔬菜,81.55
321516440,100647,2018/3/2,1342,12,生鲜-水果,79.1
321516441,100540,2018/3/2,1075,6,零食-饮料,59.75
321516442,100877,2018/3/2,540,12,家用-清洁用品,39
321516443,100419,2018/3/2,864,12,家用-日化用品,55.2
321516444,100784,2018/3/2,1276,15,生鲜-水果,78.8
321516445,100973,2018/3/2,796,13,生鲜-禽肉,52.8
321516446,100703,2018/3/2,1217,9,生鲜-水产,69.85
321516447,100865,2018/3/2,296,8,家用-日化用品,22.8
321516448,100745,2018/3/2,944,10,生鲜-水果,57.2
321516449,100873,2018/3/2,853,10,生鲜-禽肉,52.65
321516450,100975,2018/3/2,630,18,零食-饮料,49.5
321516451,100893,2018/3/2,1291,10,零食-方便食品,74.55
321516452,100384,2018/3/2,1184,12,生鲜-蔬菜,71.2
321516453,100657,2018/3/2,1038,5,生鲜-水果,56.9
321516454,100599,2018/3/2,976,10,零食-方便食品,58.8
321516455,100759,2018/3/2,1585,15,生鲜-蔬菜,94.25
321516456,100657,2018/3/2,966,9,生鲜-蔬菜,57.3
321516457,100450,2018/3/2,698,4,零食-坚果,38.9
321516458,100642,2018/3/2,767,4,家用-清洁用品,42.35
321516459,100457,2018/3/2,971,10,零食-膨化食品,58.55
321516460,100551,2018/3/2,1018,18,零食-饮料,68.9
321516461,100445,2018/3/2,868,7,家用-个人护理,50.4
321516462,100572,2018/3/2,650,14,生鲜-水产,46.5
321516463,100421,2018/3/2,1111,12,家用-日化用品,67.55
321516464,100599,2018/3/2,854,15,生鲜-蔬菜,57.7
321516465,100922,2018/3/2,763,20,生鲜-蔬菜,58.15
321516466,100388,2018/3/2,873,14,家用-清洁用品,57.65
321516467,100729,2018/3/2,881,13,零食-方便食品,57.05
321516468,100660,2018/3/2,1186,20,家用-清洁用品,79.3
321516469,100870,2018/3/2,939,8,家用-个人护理,54.95
321516470,100843,2018/3/2,765,15,零食-膨化食品,53.25
321516471,100388,2018/3/2,605,9,零食-坚果,39.25
321516472,100531,2018/3/2,883,4,生鲜-水产,48.15
321516473,100460,2018/3/2,868,6,零食-饮料,49.4
